fuelType,model,make,createdOn
Premium,RDX AWD,Acura,Thu Mar 17 00:00:00 EDT 2016
Regular Gas or Electricity,Volt,Chevrolet,Thu Mar 17 00:00:00 EDT 2016
Premium,Huracan Spyder,Lamborghini,Thu Mar 17 00:00:00 EDT 2016
Premium,F-Type R AWD Coupe,Jaguar,Thu Mar 24 00:00:00 EDT 2016
Premium,F-Type R AWD Convertible,Jaguar,Thu Mar 24 00:00:00 EDT 2016
Premium,F-Type Coupe,Jaguar,Thu Mar 24 00:00:00 EDT 2016
Premium,F-Type Convertible,Jaguar,Thu Mar 24 00:00:00 EDT 2016
Premium,F-Type S Coupe,Jaguar,Thu Mar 24 00:00:00 EDT 2016
Premium,F-Type S Convertible,Jaguar,Thu Mar 24 00:00:00 EDT 2016
Premium,F-Type S AWD Coupe,Jaguar,Thu Mar 24 00:00:00 EDT 2016
Premium,F-Type S AWD Convertible,Jaguar,Thu Mar 24 00:00:00 EDT 2016
Premium,911 Turbo Cabriolet,Porsche,Thu Mar 24 00:00:00 EDT 2016
Premium,911 Turbo S Cabriolet,Porsche,Thu Mar 24 00:00:00 EDT 2016
Premium,John Cooper Works Convertible,MINI,Mon Apr 04 00:00:00 EDT 2016
Premium,640i Coupe,BMW,Mon Apr 04 00:00:00 EDT 2016
Premium,640i Convertible,BMW,Mon Apr 04 00:00:00 EDT 2016
Premium,640i xDrive Coupe,BMW,Mon Apr 04 00:00:00 EDT 2016
Premium,640i xDrive Convertible,BMW,Mon Apr 04 00:00:00 EDT 2016
Premium,M6 Coupe,BMW,Mon Apr 04 00:00:00 EDT 2016
Premium,M6 Convertible,BMW,Mon Apr 04 00:00:00 EDT 2016
Premium,640i Gran Coupe,BMW,Mon Apr 04 00:00:00 EDT 2016
Premium,640i xDrive Gran Coupe,BMW,Mon Apr 04 00:00:00 EDT 2016
Premium,M6 Gran Coupe,BMW,Mon Apr 04 00:00:00 EDT 2016
Regular,Mirage G4,Mitsubishi,Mon Apr 04 00:00:00 EDT 2016
Regular,Elantra GT,Hyundai,Mon Apr 04 00:00:00 EDT 2016
Premium,Cooper S Clubman All4,MINI,Mon Apr 04 00:00:00 EDT 2016
Premium,X3 sDrive 28i,BMW,Mon Apr 04 00:00:00 EDT 2016
Premium,X3 xDrive28i,BMW,Mon Apr 04 00:00:00 EDT 2016
Premium,X3 xDrive35i,BMW,Mon Apr 04 00:00:00 EDT 2016
Premium,X4 M40i,BMW,Mon Apr 04 00:00:00 EDT 2016
Premium,M4 GTS,BMW,Mon Apr 04 00:00:00 EDT 2016
Premium,Q50S Red Sport,Infiniti,Mon Apr 04 00:00:00 EDT 2016
Premium,Q50S Red Sport  AWD,Infiniti,Mon Apr 04 00:00:00 EDT 2016
Premium,Q50,Infiniti,Mon Apr 04 00:00:00 EDT 2016
Premium,Q50 AWD,Infiniti,Mon Apr 04 00:00:00 EDT 2016
Premium,John Cooper Works Convertible,MINI,Tue Apr 12 00:00:00 EDT 2016
Regular,Elantra GT,Hyundai,Tue Apr 12 00:00:00 EDT 2016
Regular,Sedona,Kia,Tue Apr 12 00:00:00 EDT 2016
Regular,Sedona SX,Kia,Tue Apr 12 00:00:00 EDT 2016
Regular,Sedona SXL,Kia,Tue Apr 12 00:00:00 EDT 2016
Regular,Escape FWD,Ford,Tue Apr 12 00:00:00 EDT 2016
Gasoline or E85,Escape FWD FFV,Ford,Tue Apr 12 00:00:00 EDT 2016
Regular,MKC FWD,Lincoln,Tue Apr 12 00:00:00 EDT 2016
Regular,Escape AWD,Ford,Tue Apr 12 00:00:00 EDT 2016
Regular,MKC AWD,Lincoln,Tue Apr 12 00:00:00 EDT 2016
Premium,Forester AWD,Subaru,Tue Apr 12 00:00:00 EDT 2016
Premium,GLS450 4matic,Mercedes-Benz,Tue Apr 12 00:00:00 EDT 2016
Premium,AMG GLS63,Mercedes-Benz,Tue Apr 12 00:00:00 EDT 2016
Regular,Silverado 15 Hybrid 2WD,Chevrolet,Tue Apr 12 00:00:00 EDT 2016
Regular,Sierra 15 Hybrid 2WD,GMC,Tue Apr 12 00:00:00 EDT 2016
Regular,Silverado 15 Hybrid 4WD,Chevrolet,Tue Apr 12 00:00:00 EDT 2016
Regular,Sierra 15 Hybrid 4WD,GMC,Tue Apr 12 00:00:00 EDT 2016
Premium,650i xDrive Coupe,BMW,Wed Apr 20 00:00:00 EDT 2016
Premium,650i xDrive Convertible,BMW,Wed Apr 20 00:00:00 EDT 2016
Premium,GranTurismo,Maserati,Wed Apr 20 00:00:00 EDT 2016
Premium,GranTurismo Convertible,Maserati,Wed Apr 20 00:00:00 EDT 2016
Premium,ILX,Acura,Wed Apr 20 00:00:00 EDT 2016
Premium,650i xDrive Gran Coupe,BMW,Wed Apr 20 00:00:00 EDT 2016
Premium,Alpina B6 xDrive Gran Coupe,BMW,Wed Apr 20 00:00:00 EDT 2016
Regular,Fusion AWD,Ford,Wed Apr 20 00:00:00 EDT 2016
Regular,Fusion FWD,Ford,Wed Apr 20 00:00:00 EDT 2016
Regular,Fusion Hybrid FWD,Ford,Wed Apr 20 00:00:00 EDT 2016
Regular,Elantra,Hyundai,Wed Apr 20 00:00:00 EDT 2016
Regular,MKZ Hybrid FWD,Lincoln,Wed Apr 20 00:00:00 EDT 2016
Regular,MKZ AWD,Lincoln,Wed Apr 20 00:00:00 EDT 2016
Regular,MKZ FWD,Lincoln,Wed Apr 20 00:00:00 EDT 2016
Premium,550i xDrive Gran Turismo,BMW,Wed Apr 20 00:00:00 EDT 2016
Regular,G80 RWD,Genesis,Wed Apr 20 00:00:00 EDT 2016
Diesel,R15 Pickup 2WD,GMC,Tue Jan 01 00:00:00 EST 2013
Regular,G80 AWD,Genesis,Wed Apr 20 00:00:00 EDT 2016
Regular,Sorento FWD,Kia,Wed Apr 20 00:00:00 EDT 2016
Premium,F-Pace,Jaguar,Wed Apr 20 00:00:00 EDT 2016
Regular,Sorento AWD,Kia,Wed Apr 20 00:00:00 EDT 2016
Regular,Sorento AWD FE,Kia,Wed Apr 20 00:00:00 EDT 2016
Premium,GLS550 4matic,Mercedes-Benz,Wed Apr 20 00:00:00 EDT 2016
Premium,Envision AWD,Buick,Wed Apr 20 00:00:00 EDT 2016
Premium,XE,Jaguar,Tue Apr 26 00:00:00 EDT 2016
Regular,Fusion FWD,Ford,Tue Apr 26 00:00:00 EDT 2016
Regular,Ridgeline FWD,Honda,Tue Apr 26 00:00:00 EDT 2016
Regular,Ridgeline AWD,Honda,Tue Apr 26 00:00:00 EDT 2016
Regular,Acadia FWD,GMC,Tue Apr 26 00:00:00 EDT 2016
Regular,Acadia AWD,GMC,Tue Apr 26 00:00:00 EDT 2016
Premium,F150 Pickup 2WD,Roush Performance,Tue Apr 26 00:00:00 EDT 2016
Premium,F150 Pickup 4WD,Roush Performance,Tue Apr 26 00:00:00 EDT 2016
Regular,Rio Eco,Kia,Wed May 04 00:00:00 EDT 2016
Regular,Rio,Kia,Wed May 04 00:00:00 EDT 2016
Premium,Macan S,Porsche,Wed May 04 00:00:00 EDT 2016
Premium,Macan GTS,Porsche,Wed May 04 00:00:00 EDT 2016
Premium,Cayenne S,Porsche,Wed May 04 00:00:00 EDT 2016
Premium,Cayenne GTS,Porsche,Wed May 04 00:00:00 EDT 2016
Premium,Q50,Infiniti,Wed May 04 00:00:00 EDT 2016
Regular,R25 Pickup 2WD,GMC,Tue Jan 01 00:00:00 EST 2013
Premium,Q50 AWD,Infiniti,Wed May 04 00:00:00 EDT 2016
Electricity,Model S (75 kW-hr battery pack),Tesla,Wed May 04 00:00:00 EDT 2016
Electricity,Model S AWD - 75D,Tesla,Wed May 04 00:00:00 EDT 2016
Electricity,Model X AWD - 75D,Tesla,Wed May 04 00:00:00 EDT 2016
Premium,911 Turbo,Porsche,Tue May 10 00:00:00 EDT 2016
Premium,911 Turbo Cabriolet,Porsche,Tue May 10 00:00:00 EDT 2016
Premium,911 Turbo S,Porsche,Tue May 10 00:00:00 EDT 2016
Premium,911 Turbo S Cabriolet,Porsche,Tue May 10 00:00:00 EDT 2016
Premium,C300 4matic Coupe,Mercedes-Benz,Tue May 10 00:00:00 EDT 2016
Regular,Fusion FWD,Ford,Tue May 10 00:00:00 EDT 2016
Regular,Legacy AWD,Subaru,Tue May 10 00:00:00 EDT 2016
Regular,Sonata Limited,Hyundai,Tue May 10 00:00:00 EDT 2016
Regular,Sonata,Hyundai,Tue May 10 00:00:00 EDT 2016
Regular,Sonata Sport Limited,Hyundai,Tue May 10 00:00:00 EDT 2016
Premium,Macan Turbo,Porsche,Tue May 10 00:00:00 EDT 2016
Regular,Outback AWD,Subaru,Tue May 10 00:00:00 EDT 2016
Premium,NSX Hybrid,Acura,Tue May 10 00:00:00 EDT 2016
Premium,911 Carrera,Porsche,Wed May 18 00:00:00 EDT 2016
Premium,911 Carrera Cabriolet,Porsche,Wed May 18 00:00:00 EDT 2016
Premium,911 Carrera S Cabriolet,Porsche,Wed May 18 00:00:00 EDT 2016
Premium,911 Carrera 4,Porsche,Wed May 18 00:00:00 EDT 2016
Premium,911 Carrera 4 Cabriolet,Porsche,Wed May 18 00:00:00 EDT 2016
Premium,911 Carrera 4S,Porsche,Wed May 18 00:00:00 EDT 2016
Premium,911 Carrera 4S Cabriolet,Porsche,Wed May 18 00:00:00 EDT 2016
Premium,911 Targa 4,Porsche,Wed May 18 00:00:00 EDT 2016
Premium,911 Targa 4S,Porsche,Wed May 18 00:00:00 EDT 2016
Regular,Legacy AWD,Subaru,Wed May 18 00:00:00 EDT 2016
Regular,Sonata,Hyundai,Wed May 18 00:00:00 EDT 2016
Regular,Forester AWD,Subaru,Wed May 18 00:00:00 EDT 2016
Premium,370Z,Nissan,Tue May 24 00:00:00 EDT 2016
Premium,370Z Roadster,Nissan,Tue May 24 00:00:00 EDT 2016
Premium,911 Carrera Cabriolet,Porsche,Tue May 24 00:00:00 EDT 2016
Premium,911 Carrera S,Porsche,Tue May 24 00:00:00 EDT 2016
Premium,911 Carrera 4,Porsche,Tue May 24 00:00:00 EDT 2016
Premium,C300 Coupe,Mercedes-Benz,Tue May 24 00:00:00 EDT 2016
Regular,Sonata,Hyundai,Tue May 24 00:00:00 EDT 2016
Regular,Prius v,Toyota,Tue May 24 00:00:00 EDT 2016
Regular,Equinox AWD,Chevrolet,Tue May 24 00:00:00 EDT 2016
Regular,Terrain AWD,GMC,Tue May 24 00:00:00 EDT 2016
Regular,Outback AWD,Subaru,Tue May 24 00:00:00 EDT 2016
Regular,Beetle Dune,Volkswagen,Tue May 24 00:00:00 EDT 2016
Premium,Q50S,Infiniti,Tue May 24 00:00:00 EDT 2016
Premium,Q50S AWD,Infiniti,Tue May 24 00:00:00 EDT 2016
Regular Gas and Electricity,Fusion Energi Plug-in Hybrid,Ford,Fri May 27 00:00:00 EDT 2016
Premium,Huracan,Lamborghini,Thu Jun 02 00:00:00 EDT 2016
Premium,Huracan 2WD,Lamborghini,Thu Jun 02 00:00:00 EDT 2016
Premium,Huracan Spyder,Lamborghini,Thu Jun 02 00:00:00 EDT 2016
Premium,Huracan Spyder 2WD,Lamborghini,Thu Jun 02 00:00:00 EDT 2016
Premium,911 Carrera S,Porsche,Thu Jun 02 00:00:00 EDT 2016
Premium,911 Carrera 4S Cabriolet,Porsche,Thu Jun 02 00:00:00 EDT 2016
Premium,911 Targa 4S,Porsche,Thu Jun 02 00:00:00 EDT 2016
Premium,86,Toyota,Thu Jun 02 00:00:00 EDT 2016
Regular,Accent,Hyundai,Thu Jun 02 00:00:00 EDT 2016
Premium,XE,Jaguar,Thu Jun 02 00:00:00 EDT 2016
Premium,XE AWD,Jaguar,Thu Jun 02 00:00:00 EDT 2016
Regular,CX-3 2WD,Mazda,Thu Jun 02 00:00:00 EDT 2016
Regular,CX-3 4WD,Mazda,Thu Jun 02 00:00:00 EDT 2016
Premium,Phantom Drophead Coupe,Rolls-Royce,Thu Jun 02 00:00:00 EDT 2016
Premium,Phantom Coupe,Rolls-Royce,Thu Jun 02 00:00:00 EDT 2016
Premium,Regal,Buick,Thu Jun 02 00:00:00 EDT 2016
Regular,Regal,Buick,Thu Jun 02 00:00:00 EDT 2016
Premium,XF,Jaguar,Thu Jun 02 00:00:00 EDT 2016
Premium,XF AWD,Jaguar,Thu Jun 02 00:00:00 EDT 2016
Regular,Forte,Kia,Thu Jun 02 00:00:00 EDT 2016
Regular,XTS,Cadillac,Thu Jun 02 00:00:00 EDT 2016
Regular,Impala,Chevrolet,Thu Jun 02 00:00:00 EDT 2016
Premium,G80 RWD,Genesis,Thu Jun 02 00:00:00 EDT 2016
Premium,Phantom,Rolls-Royce,Thu Jun 02 00:00:00 EDT 2016
Premium,Phantom EWB,Rolls-Royce,Thu Jun 02 00:00:00 EDT 2016
Regular,Equinox FWD,Chevrolet,Thu Jun 02 00:00:00 EDT 2016
Diesel,R25 Pickup 2WD,GMC,Tue Jan 01 00:00:00 EST 2013
Gasoline or E85,Equinox FWD,Chevrolet,Thu Jun 02 00:00:00 EDT 2016
Regular,Terrain FWD,GMC,Thu Jun 02 00:00:00 EDT 2016
Gasoline or E85,Terrain FWD,GMC,Thu Jun 02 00:00:00 EDT 2016
Regular,Equinox AWD,Chevrolet,Thu Jun 02 00:00:00 EDT 2016
Gasoline or E85,Equinox AWD,Chevrolet,Thu Jun 02 00:00:00 EDT 2016
Regular,Terrain AWD,GMC,Thu Jun 02 00:00:00 EDT 2016
Regular,Enclave FWD,Buick,Thu Jun 02 00:00:00 EDT 2016
Regular,Traverse FWD,Chevrolet,Thu Jun 02 00:00:00 EDT 2016
Regular,Expedition 2WD,Ford,Thu Jun 02 00:00:00 EDT 2016
Regular,Expedition EL 2WD,Ford,Thu Jun 02 00:00:00 EDT 2016
Regular,Acadia Limited FWD,GMC,Thu Jun 02 00:00:00 EDT 2016
Regular,Navigator 2WD,Lincoln,Thu Jun 02 00:00:00 EDT 2016
Regular,Navigator L 2WD,Lincoln,Thu Jun 02 00:00:00 EDT 2016
Regular,Enclave AWD,Buick,Thu Jun 02 00:00:00 EDT 2016
Regular,Traverse AWD,Chevrolet,Thu Jun 02 00:00:00 EDT 2016
Regular,Expedition 4WD,Ford,Thu Jun 02 00:00:00 EDT 2016
Regular,Expedition EL 4WD,Ford,Thu Jun 02 00:00:00 EDT 2016
Regular,Acadia Limited AWD,GMC,Thu Jun 02 00:00:00 EDT 2016
Regular,Navigator 4WD,Lincoln,Thu Jun 02 00:00:00 EDT 2016
Regular,Navigator L 4WD,Lincoln,Thu Jun 02 00:00:00 EDT 2016
Premium,Dart,Dodge,Thu Jun 02 00:00:00 EDT 2016
Regular,CX-9 2WD,Mazda,Thu Jun 02 00:00:00 EDT 2016
Premium,Range Rover Evoque Convertible,Land Rover,Thu Jun 02 00:00:00 EDT 2016
Regular,CX-9 4WD,Mazda,Thu Jun 02 00:00:00 EDT 2016
Premium and Electricity,GLE550e 4matic,Mercedes-Benz,Fri Jun 03 00:00:00 EDT 2016
Premium,124 Spider,Fiat,Fri Jun 10 00:00:00 EDT 2016
Premium,86,Toyota,Fri Jun 10 00:00:00 EDT 2016
Premium,Shelby GT350 Mustang,Ford,Fri Jun 10 00:00:00 EDT 2016
Regular,Sonata Hybrid SE,Hyundai,Fri Jun 10 00:00:00 EDT 2016
Regular,Sonata Hybrid,Hyundai,Fri Jun 10 00:00:00 EDT 2016
Premium,Maxima,Nissan,Fri Jun 10 00:00:00 EDT 2016
Regular,Camry,Toyota,Fri Jun 10 00:00:00 EDT 2016
Premium,G90 AWD,Genesis,Fri Jun 10 00:00:00 EDT 2016
Premium,G90 RWD,Genesis,Fri Jun 10 00:00:00 EDT 2016
Regular,K900,Kia,Fri Jun 10 00:00:00 EDT 2016
Regular,Promaster City,Ram,Fri Jun 10 00:00:00 EDT 2016
Regular,Tucson FWD,Hyundai,Fri Jun 10 00:00:00 EDT 2016
Regular,Tucson Eco FWD,Hyundai,Fri Jun 10 00:00:00 EDT 2016
Regular,Tucson AWD,Hyundai,Fri Jun 10 00:00:00 EDT 2016
Regular,Tucson Eco AWD,Hyundai,Fri Jun 10 00:00:00 EDT 2016
Premium,XC90 AWD,Volvo,Fri Jun 10 00:00:00 EDT 2016
Premium,GT-R,Nissan,Thu Jun 16 00:00:00 EDT 2016
Regular,S60 Inscription FWD,Volvo,Thu Jun 16 00:00:00 EDT 2016
Regular,S60 FWD,Volvo,Thu Jun 16 00:00:00 EDT 2016
Regular,S60 Inscription AWD,Volvo,Thu Jun 16 00:00:00 EDT 2016
Regular,S60 AWD,Volvo,Thu Jun 16 00:00:00 EDT 2016
Regular,S60 CC AWD,Volvo,Thu Jun 16 00:00:00 EDT 2016
Regular,Forte,Kia,Thu Jun 16 00:00:00 EDT 2016
Premium,S90 FWD,Volvo,Thu Jun 16 00:00:00 EDT 2016
Premium,S90 AWD,Volvo,Thu Jun 16 00:00:00 EDT 2016
Premium,K900,Kia,Thu Jun 16 00:00:00 EDT 2016
Regular,V60 FWD,Volvo,Thu Jun 16 00:00:00 EDT 2016
Premium,V60 AWD,Volvo,Thu Jun 16 00:00:00 EDT 2016
Regular,V60 CC AWD,Volvo,Thu Jun 16 00:00:00 EDT 2016
Regular,V60 AWD,Volvo,Thu Jun 16 00:00:00 EDT 2016
Regular,XC60 FWD,Volvo,Thu Jun 16 00:00:00 EDT 2016
Premium,XC60 AWD,Volvo,Thu Jun 16 00:00:00 EDT 2016
Regular,XC60 AWD,Volvo,Thu Jun 16 00:00:00 EDT 2016
Premium,Aventador Coupe,Lamborghini,Fri Jun 24 00:00:00 EDT 2016
Premium,Aventador Roadster,Lamborghini,Fri Jun 24 00:00:00 EDT 2016
Premium,Boxster,Porsche,Fri Jun 24 00:00:00 EDT 2016
Premium,Boxster S,Porsche,Fri Jun 24 00:00:00 EDT 2016
Regular,Mustang,Ford,Fri Jun 24 00:00:00 EDT 2016
Regular,Mustang Convertible,Ford,Fri Jun 24 00:00:00 EDT 2016
Regular,Mustang Performance Package,Ford,Fri Jun 24 00:00:00 EDT 2016
Premium,S60 AWD,Volvo,Fri Jun 24 00:00:00 EDT 2016
Premium,E300,Mercedes-Benz,Fri Jun 24 00:00:00 EDT 2016
Premium,E300 4matic,Mercedes-Benz,Fri Jun 24 00:00:00 EDT 2016
Regular,XTS AWD,Cadillac,Fri Jun 24 00:00:00 EDT 2016
Regular,XTS LIMO,Cadillac,Fri Jun 24 00:00:00 EDT 2016
Premium,MDX FWD,Acura,Fri Jun 24 00:00:00 EDT 2016
Premium,MDX AWD,Acura,Fri Jun 24 00:00:00 EDT 2016
Regular,Explorer FWD,Ford,Fri Jun 24 00:00:00 EDT 2016
Gasoline or E85,Explorer 2WD FFV,Ford,Fri Jun 24 00:00:00 EDT 2016
Regular,Explorer AWD,Ford,Fri Jun 24 00:00:00 EDT 2016
Gasoline or E85,Explorer AWD FFV,Ford,Fri Jun 24 00:00:00 EDT 2016
Premium,Cayenne Turbo,Porsche,Fri Jun 24 00:00:00 EDT 2016
Premium,Cayenne Turbo S,Porsche,Fri Jun 24 00:00:00 EDT 2016
Premium,488 GTB,Ferrari,Thu Jul 07 00:00:00 EDT 2016
Premium,F12 tdf,Ferrari,Thu Jul 07 00:00:00 EDT 2016
Premium,SL550,Mercedes-Benz,Thu Jul 07 00:00:00 EDT 2016
Premium,SL450,Mercedes-Benz,Thu Jul 07 00:00:00 EDT 2016
Premium,AMG SL63,Mercedes-Benz,Thu Jul 07 00:00:00 EDT 2016
Premium,BRZ,Subaru,Thu Jul 07 00:00:00 EDT 2016
Regular,Camaro,Chevrolet,Thu Jul 07 00:00:00 EDT 2016
Premium,Camaro,Chevrolet,Thu Jul 07 00:00:00 EDT 2016
Premium,AMG S63 4matic Convertible,Mercedes-Benz,Thu Jul 07 00:00:00 EDT 2016
Premium,ATS,Cadillac,Thu Jul 07 00:00:00 EDT 2016
Regular,CT 200h,Lexus,Thu Jul 07 00:00:00 EDT 2016
Regular,Fusion AWD,Ford,Thu Jul 07 00:00:00 EDT 2016
Regular,Accord,Honda,Thu Jul 07 00:00:00 EDT 2016
Regular,MKZ AWD,Lincoln,Thu Jul 07 00:00:00 EDT 2016
Regular,MKZ FWD,Lincoln,Thu Jul 07 00:00:00 EDT 2016
Premium,Ghibli V6 SQ4 AWD,Maserati,Thu Jul 07 00:00:00 EDT 2016
Premium,Ghibli V6,Maserati,Thu Jul 07 00:00:00 EDT 2016
Premium,Ghibli  S RWD,Maserati,Thu Jul 07 00:00:00 EDT 2016
Premium,535i Gran Turismo,BMW,Thu Jul 07 00:00:00 EDT 2016
Premium,535i xDrive Gran Turismo,BMW,Thu Jul 07 00:00:00 EDT 2016
Premium,Quattroporte GTS,Maserati,Thu Jul 07 00:00:00 EDT 2016
Premium,Quattroporte SQ4 V6,Maserati,Thu Jul 07 00:00:00 EDT 2016
Premium,Quattroporte S,Maserati,Thu Jul 07 00:00:00 EDT 2016
Regular,Fit,Honda,Thu Jul 07 00:00:00 EDT 2016
Regular,Silverado 15 Hybrid 2WD,Chevrolet,Thu Jul 07 00:00:00 EDT 2016
Regular,Silverado C15 2WD,Chevrolet,Thu Jul 07 00:00:00 EDT 2016
Gasoline or E85,Silverado C15 2WD,Chevrolet,Thu Jul 07 00:00:00 EDT 2016
Regular,Sierra 15 Hybrid 2WD,GMC,Thu Jul 07 00:00:00 EDT 2016
Regular,Sierra C15 2WD,GMC,Thu Jul 07 00:00:00 EDT 2016
Gasoline or E85,Sierra C15 2WD,GMC,Thu Jul 07 00:00:00 EDT 2016
Regular,Silverado 15 Hybrid 4WD,Chevrolet,Thu Jul 07 00:00:00 EDT 2016
Regular,Silverado K15 4WD,Chevrolet,Thu Jul 07 00:00:00 EDT 2016
Gasoline or E85,Silverado K15 4WD,Chevrolet,Thu Jul 07 00:00:00 EDT 2016
Regular,Sierra 15 Hybrid 4WD,GMC,Thu Jul 07 00:00:00 EDT 2016
Regular,Sierra K15 4WD,GMC,Thu Jul 07 00:00:00 EDT 2016
Gasoline or E85,Sierra K15 4WD,GMC,Thu Jul 07 00:00:00 EDT 2016
Regular,V10 (K10) Pickup 4WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Express 2500 2WD Passenger,Chevrolet,Thu Jul 07 00:00:00 EDT 2016
Regular,Express 3500 2WD Passenger,Chevrolet,Thu Jul 07 00:00:00 EDT 2016
Regular,Savana 2500 2WD (Passenger),GMC,Thu Jul 07 00:00:00 EDT 2016
Regular,XTS Hearse,Cadillac,Thu Jul 07 00:00:00 EDT 2016
Regular,Silverado K15 Cab Chassis 4WD,Chevrolet,Thu Jul 07 00:00:00 EDT 2016
Regular,Silverado C15 Cab Chassis 2WD,Chevrolet,Thu Jul 07 00:00:00 EDT 2016
Regular,Sierra K15 Cab Chassis 4WD,GMC,Thu Jul 07 00:00:00 EDT 2016
Regular,Sierra C15 Cab Chassis 2WD,GMC,Thu Jul 07 00:00:00 EDT 2016
Premium,Tiguan,Volkswagen,Thu Jul 07 00:00:00 EDT 2016
Regular,Envision AWD,Buick,Thu Jul 07 00:00:00 EDT 2016
Premium,Envision AWD,Buick,Thu Jul 07 00:00:00 EDT 2016
Premium,Discovery Sport,Land Rover,Thu Jul 07 00:00:00 EDT 2016
Premium,Range Rover Evoque,Land Rover,Thu Jul 07 00:00:00 EDT 2016
Premium,Range Rover Evoque Convertible,Land Rover,Thu Jul 07 00:00:00 EDT 2016
Regular,Escalade 2WD,Cadillac,Thu Jul 07 00:00:00 EDT 2016
Regular,Tahoe C1500 2WD,Chevrolet,Thu Jul 07 00:00:00 EDT 2016
Regular,Suburban C1500 2WD,Chevrolet,Thu Jul 07 00:00:00 EDT 2016
Gasoline or E85,Tahoe C1500 2WD,Chevrolet,Thu Jul 07 00:00:00 EDT 2016
Gasoline or E85,Suburban C1500 2WD,Chevrolet,Thu Jul 07 00:00:00 EDT 2016
Regular,Yukon C1500 2WD,GMC,Thu Jul 07 00:00:00 EDT 2016
Regular,Yukon C1500 XL 2WD,GMC,Thu Jul 07 00:00:00 EDT 2016
Gasoline or E85,Yukon C1500 2WD,GMC,Thu Jul 07 00:00:00 EDT 2016
Gasoline or E85,Yukon C1500 XL 2WD,GMC,Thu Jul 07 00:00:00 EDT 2016
Premium,XC90 FWD,Volvo,Thu Jul 07 00:00:00 EDT 2016
Regular,Escalade 4WD,Cadillac,Thu Jul 07 00:00:00 EDT 2016
Regular,Tahoe K1500 4WD,Chevrolet,Thu Jul 07 00:00:00 EDT 2016
Regular,Suburban K1500 4WD,Chevrolet,Thu Jul 07 00:00:00 EDT 2016
Gasoline or E85,Tahoe K1500 4WD,Chevrolet,Thu Jul 07 00:00:00 EDT 2016
Gasoline or E85,Suburban K1500 4WD,Chevrolet,Thu Jul 07 00:00:00 EDT 2016
Regular,Yukon K1500 XL 4WD,GMC,Thu Jul 07 00:00:00 EDT 2016
Regular,Yukon K1500 4WD,GMC,Thu Jul 07 00:00:00 EDT 2016
Gasoline or E85,Yukon K1500 XL 4WD,GMC,Thu Jul 07 00:00:00 EDT 2016
Gasoline or E85,Yukon K1500 4WD,GMC,Thu Jul 07 00:00:00 EDT 2016
Premium,Levante S,Maserati,Thu Jul 07 00:00:00 EDT 2016
Premium,Levante,Maserati,Thu Jul 07 00:00:00 EDT 2016
Premium,Cayenne,Porsche,Thu Jul 07 00:00:00 EDT 2016
Premium,Cayenne Platinum,Porsche,Thu Jul 07 00:00:00 EDT 2016
Premium and Electricity,XC90 AWD PHEV,Volvo,Thu Jul 07 00:00:00 EDT 2016
Premium,488 GTB,Ferrari,Wed Jul 13 00:00:00 EDT 2016
Premium,F12 Berlinetta,Ferrari,Wed Jul 13 00:00:00 EDT 2016
Premium,F12 tdf,Ferrari,Wed Jul 13 00:00:00 EDT 2016
Premium or E85,A5 quattro,Audi,Wed Jul 13 00:00:00 EDT 2016
Premium or E85,A5 Cabriolet quattro,Audi,Wed Jul 13 00:00:00 EDT 2016
Premium,Continental GT Convertible,Bentley,Wed Jul 13 00:00:00 EDT 2016
Premium,E400 Coupe,Mercedes-Benz,Wed Jul 13 00:00:00 EDT 2016
Premium,E400 4matic Coupe,Mercedes-Benz,Wed Jul 13 00:00:00 EDT 2016
Premium,E550 Convertible,Mercedes-Benz,Wed Jul 13 00:00:00 EDT 2016
Premium,E400 Convertible,Mercedes-Benz,Wed Jul 13 00:00:00 EDT 2016
Premium,S550 Convertible,Mercedes-Benz,Wed Jul 13 00:00:00 EDT 2016
Premium,Continental GT,Bentley,Wed Jul 13 00:00:00 EDT 2016
Premium,AMG CLS63 S 4matic,Mercedes-Benz,Wed Jul 13 00:00:00 EDT 2016
Premium,A6 quattro,Audi,Wed Jul 13 00:00:00 EDT 2016
Premium,A7 quattro,Audi,Wed Jul 13 00:00:00 EDT 2016
Premium,S7,Audi,Wed Jul 13 00:00:00 EDT 2016
Premium,RS 7,Audi,Wed Jul 13 00:00:00 EDT 2016
Premium,Flying Spur,Bentley,Wed Jul 13 00:00:00 EDT 2016
Premium,GTC4Lusso,Ferrari,Wed Jul 13 00:00:00 EDT 2016
Regular,Camry,Toyota,Wed Jul 13 00:00:00 EDT 2016
Regular,Passat,Volkswagen,Wed Jul 13 00:00:00 EDT 2016
Premium,A8 L,Audi,Wed Jul 13 00:00:00 EDT 2016
Regular,Azera Limited,Hyundai,Wed Jul 13 00:00:00 EDT 2016
Regular,Azera,Hyundai,Wed Jul 13 00:00:00 EDT 2016
Regular,Patriot FWD,Jeep,Wed Jul 13 00:00:00 EDT 2016
Regular,Compass FWD,Jeep,Wed Jul 13 00:00:00 EDT 2016
Premium or E85,Q5,Audi,Wed Jul 13 00:00:00 EDT 2016
Regular,Patriot 4WD,Jeep,Wed Jul 13 00:00:00 EDT 2016
